Ausgabe,Datum,Locales?,Neues aus Köln?,Wochentag
1908_5_23_397947.txt,1908-05-23,0,0,5
1908_5_25_397950.txt,1908-05-25,0,0,0
1908_5_26_397951.txt,1908-05-26,0,0,1
1908_5_27_397952.txt,1908-05-27,0,0,2
1908_5_28_397953.txt,1908-05-28,0,0,3
1908_5_29_397954.txt,1908-05-29,0,0,4
1908_5_30_397955.txt,1908-05-30,0,0,5
1908_6_1_397958.txt,1908-06-01,0,0,0
1908_6_2_397959.txt,1908-06-02,0,0,1
1908_6_3_397960.txt,1908-06-03,0,0,2
1908_6_4_397961.txt,1908-06-04,0,0,3
1908_6_5_397962.txt,1908-06-05,0,0,4
1908_6_6_397963.txt,1908-06-06,0,0,5
1908_6_9_397966.txt,1908-06-09,0,0,1
1908_6_10_397967.txt,1908-06-10,0,0,2
1908_6_11_397968.txt,1908-06-11,0,0,3
1908_6_12_397969.txt,1908-06-12,0,0,4
1908_6_13_397970.txt,1908-06-13,0,0,5
1908_6_15_398030.txt,1908-06-15,0,0,0
1908_6_16_398031.txt,1908-06-16,0,0,1
1908_6_17_398032.txt,1908-06-17,0,0,2
1908_6_18_398033.txt,1908-06-18,0,0,3
1908_6_19_398034.txt,1908-06-19,0,0,4
1908_6_20_398035.txt,1908-06-20,0,0,5
1908_6_22_398038.txt,1908-06-22,0,0,0
1908_6_23_398039.txt,1908-06-23,0,0,1
1908_6_24_398040.txt,1908-06-24,0,0,2
1908_6_25_398041.txt,1908-06-25,0,0,3
1908_6_26_398042.txt,1908-06-26,0,0,4
1908_6_27_398043.txt,1908-06-27,0,0,5
1908_6_30_398046.txt,1908-06-30,0,0,1
1908_7_1_398047.txt,1908-07-01,0,0,2
1908_7_2_398048.txt,1908-07-02,0,0,3
1908_7_3_398049.txt,1908-07-03,0,0,4
1908_7_4_398050.txt,1908-07-04,0,0,5
1908_7_6_398053.txt,1908-07-06,0,0,0
1908_7_7_398054.txt,1908-07-07,0,0,1
1908_7_8_398055.txt,1908-07-08,0,0,2
