1891_12_17_314620.txt,2,0
1891_7_10_314438.txt,0,0
1891_5_3_314362.txt,1,0
1891_3_12_314029.txt,0,0
1891_1_20_313974.txt,0,0
1891_1_23_313977.txt,0,0
1891_6_24_314421.txt,0,0
1891_11_27_314597.txt,1,0
1891_12_16_314619.txt,2,0
1891_9_18_314517.txt,0,0
1891_8_6_314468.txt,0,0
1891_2_22_314008.txt,1,0
1891_8_14_314477.txt,1,0
1891_11_19_314588.txt,1,0
1891_8_24_314489.txt,1,0
1891_12_10_314612.txt,2,0
1891_8_22_314486.txt,1,0
1891_5_11_314372.txt,0,0
1891_2_6_313992.txt,1,0
1891_3_19_314037.txt,1,0
1891_5_25_314387.txt,1,0
1891_7_6_314434.txt,0,0
1891_7_29_314459.txt,0,0
1891_4_30_314359.txt,1,0
1891_7_19_314448.txt,2,0
1891_7_13_314442.txt,1,0
1891_12_14_314617.txt,0,0
1891_12_8_314610.txt,2,0
1891_3_20_314038.txt,0,0
1891_10_23_314558.txt,1,0
1891_10_4_314535.txt,0,0
1891_8_20_314484.txt,1,0
1891_9_25_314525.txt,0,0
1891_7_30_314460.txt,2,0
1891_4_3_314053.txt,2,0
1891_2_7_313993.txt,2,0
1891_9_29_314530.txt,0,0
1891_6_21_314417.txt,0,0
1891_8_3_314465.txt,1,0
1891_12_5_314606.txt,3,0
1891_9_22_314522.txt,0,0
1891_1_28_313983.txt,1,0
1891_12_2_314603.txt,1,0
1891_10_28_314564.txt,2,0
1891_5_10_314370.txt,3,0
1891_2_18_314004.txt,0,0
1891_3_5_314021.txt,0,0
1891_9_26_314526.txt,0,0
1891_11_3_314571.txt,1,0
1891_8_31_314497.txt,0,0
1891_6_4_314398.txt,1,0
1891_12_4_314605.txt,0,0
1891_8_1_314462.txt,1,0
1891_2_26_314013.txt,0,0
1891_11_4_314572.txt,1,0
1891_2_13_313998.txt,1,0
1891_4_10_314060.txt,1,0
1891_5_22_314383.txt,0,0
1891_4_15_314066.txt,2,0
1891_6_27_314424.txt,0,0
1891_10_27_314563.txt,0,0
1891_12_23_314628.txt,2,0
1891_12_20_314623.txt,3,0
1891_11_14_314582.txt,1,0
1891_1_22_313976.txt,0,0
1891_3_1_314016.txt,1,0
1891_7_5_314432.txt,2,0
1891_7_1_314428.txt,1,0
1891_9_8_314506.txt,0,0
1891_11_30_314601.txt,1,0
1891_2_19_314005.txt,1,0
1891_5_7_314367.txt,0,0
1891_11_11_314579.txt,1,0
1891_9_13_314511.txt,1,0
1891_1_7_313959.txt,0,0
1891_9_2_314499.txt,1,0
1891_8_30_314495.txt,0,0
1891_9_16_314515.txt,0,0
1891_6_9_314404.txt,0,0
1891_1_15_313968.txt,0,0
1891_3_7_314023.txt,1,0
1891_5_13_314374.txt,1,0
1891_10_9_314542.txt,0,0
1891_1_1_313952.txt,1,0
1891_9_10_314508.txt,0,0
1891_6_30_314427.txt,1,0
1891_2_20_314006.txt,0,0
1891_10_25_314560.txt,1,0
1891_4_26_314354.txt,0,0
1891_5_24_314385.txt,1,0
1891_2_1_313987.txt,1,0
1891_10_12_314546.txt,1,0
1891_3_6_314022.txt,0,0
1891_1_2_313953.txt,0,0
1891_4_23_314351.txt,0,0
1891_5_12_314373.txt,0,0
1891_4_2_314052.txt,1,0
1891_2_25_314012.txt,2,0
1891_8_7_314469.txt,0,0
1891_9_7_314505.txt,1,0
1891_6_13_314408.txt,1,0
1891_12_30_314633.txt,0,0
1891_4_28_314357.txt,0,0
1891_6_23_314420.txt,0,0
1891_1_25_313979.txt,0,0
1891_7_3_314430.txt,0,0
1891_11_16_314585.txt,0,0
1891_11_23_314593.txt,1,0
1891_9_21_314521.txt,1,0
1891_7_28_314458.txt,1,0
1891_12_29_314632.txt,1,0
1891_10_5_314537.txt,0,0
1891_11_17_314586.txt,2,0
1891_12_7_314609.txt,0,0
1891_8_23_314487.txt,1,0
1891_12_21_314626.txt,1,0
1891_5_29_314391.txt,0,0
1891_1_5_313957.txt,0,0
1891_11_20_314589.txt,0,0
1891_8_21_314485.txt,1,0
1891_11_10_314578.txt,1,0
1891_2_8_313994.txt,1,0
1891_8_11_314474.txt,0,0
1891_5_5_314365.txt,0,0
1891_12_13_314615.txt,3,0
1891_12_1_314602.txt,2,0
1891_8_8_314470.txt,0,0
1891_11_7_314574.txt,1,0
1891_10_15_314549.txt,0,0
1891_2_16_314002.txt,1,0
1891_11_22_314591.txt,1,0
1891_1_31_313986.txt,2,0
1891_11_13_314581.txt,1,0
1891_9_14_314513.txt,1,0
1891_11_15_314583.txt,2,0
1891_2_21_314007.txt,0,0
1891_9_30_314531.txt,1,0
1891_2_12_313997.txt,0,0
1891_7_20_314450.txt,1,0
1891_10_11_314544.txt,0,0
1891_12_12_314614.txt,1,0
1891_9_24_314524.txt,0,0
1891_12_3_314604.txt,1,0
1891_5_23_314384.txt,0,0
1891_8_27_314492.txt,1,0
1891_1_3_313954.txt,0,0
1891_12_24_314629.txt,2,0
1891_4_16_314067.txt,0,0
1891_10_24_314559.txt,1,0
1891_6_28_314425.txt,0,0
1891_2_17_314003.txt,0,0
1891_9_17_314516.txt,0,0
1891_5_28_314390.txt,1,0
1891_10_18_314552.txt,3,0
1891_7_31_314461.txt,0,0
1891_4_24_314352.txt,0,0
1891_8_16_314479.txt,1,0
1891_10_29_314565.txt,0,0
1891_9_5_314502.txt,1,0
1891_11_25_314595.txt,1,0
1891_10_17_314551.txt,1,0
1891_7_17_314446.txt,0,0
1891_9_19_314518.txt,0,0
1891_6_6_314400.txt,1,0
1891_1_18_313971.txt,1,0
1891_6_26_314423.txt,1,0
1891_4_5_314055.txt,0,0
1891_3_8_314024.txt,1,0
1891_3_29_314048.txt,2,0
1891_1_17_313970.txt,1,0
1891_6_3_314397.txt,1,0
1891_9_9_314507.txt,0,0
1891_1_12_313965.txt,0,0
1891_3_26_314045.txt,0,0
1891_6_1_314395.txt,0,0
1891_4_19_314346.txt,1,0
1891_7_11_314439.txt,2,0
1891_5_8_314368.txt,0,0
1891_1_27_313982.txt,1,0
1891_3_25_314044.txt,1,0
1891_6_11_314406.txt,2,0
1891_1_14_313967.txt,0,0
1891_1_13_313966.txt,0,0
1891_3_18_314036.txt,0,0
1891_5_26_314388.txt,0,0
1891_10_31_314567.txt,1,0
1891_7_21_314451.txt,1,0
1891_10_22_314557.txt,1,0
1891_7_15_314444.txt,0,0
1891_12_19_314622.txt,2,0
1891_7_23_314453.txt,0,0
1891_7_14_314443.txt,0,0
1891_11_24_314594.txt,2,0
1891_11_29_314599.txt,2,0
1891_4_1_314051.txt,0,0
1891_10_1_314532.txt,1,0
1891_3_15_314032.txt,1,0
1891_4_12_314062.txt,1,0
1891_12_11_314613.txt,1,0
1891_7_22_314452.txt,0,0
1891_8_17_314481.txt,1,0
1891_4_8_314058.txt,1,0
1891_8_13_314476.txt,1,0
1891_10_6_314539.txt,1,0
1891_8_28_314493.txt,1,0
1891_8_19_314483.txt,1,0
1891_7_26_314456.txt,2,0
1891_3_9_314026.txt,1,0
1891_2_3_313989.txt,0,0
1891_7_25_314455.txt,2,0
1891_10_7_314540.txt,2,0
1891_3_14_314031.txt,1,0
1891_9_4_314501.txt,0,0
1891_5_31_314393.txt,1,0
1891_9_1_314498.txt,1,0
1891_5_4_314364.txt,1,0
1891_6_25_314422.txt,0,0
1891_5_20_314381.txt,2,0
